subdistrict,district,province,budget_year,project_id,project_name,project_type,dept_name,dept_sub_name,purchase_method,purchase_method_group,announce_date,transaction_date,budget_amount,reference_price,contract_value,price_ratio,project_status,contract_no,contract_date,contract_finish_date,contract_duration_days,contract_status,winner_name,winner_tin,latitude,longitude,fraud_risk_flag,fraud_risk_issues,data_quality_note,source_file
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67089037580,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยน้ำริน หมู่ที่ 16 เริ่มจากถนน คสล.เดิม (ซอย 3) ถึง บ้านนายเร่ง ทองสุข โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67089037580),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,372186,371774.31,371000,0.9979,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง; จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67059570954,จ้างโครงการก่อสร้างแท็งค์พักน้ำคอนกรีตเสริมเหล็ก (หย่อมบ้านนาน้อย) บ้านห้วยจะค่านหมู่ที่ 9 โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67059570954),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,351500,336059.24,336000,0.9998,จัดทำสัญญา/PO แล้ว,,,,,,บุญทรวงก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67069314228,จ้างโครงการก่อสร้างรางระบายน้ำคอนกรีตเสริมเหล็กรูปตัวยู พร้อมฝาปิด หย่อมบ้านสรรเสริญ-ดอยนาง บ้านห้วยจะค่าน หมู่ที่ 9 จากบ้านนายเปตาลุ ตามา ถึงบ้านนายจะสอ จะภู โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67069314228),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,213000,211453.07,211000,0.9979,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67059040701,จ้างโครงการปรับปรุงเสียงตามสายประจำหมู่บ้าน บ้านปางมะกง หมู่ที่ 11 โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67059040701),เช่า,,,เฉพาะเจาะจง,,,,162700,141199.53,141100,0.9993,จัดทำสัญญา/PO แล้ว,,,,,,ทิกเกอร์ซาวด์แอนด์อิเล็กทรอนิกส์,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67049473087,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านปางเฟือง หมู่ที่ 2 จากถนน คสล.เดิม - สวนนายสุวิทย์ อุดทาเศษ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67049473087),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,124700,123311.61,123300,0.9999,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67029147941,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านหนองเต่า หมู่ที่ 15 จากบ้านนางนาแต๋ ป่าโล๊ะ ถึง บ้านนายจะสอ แอแต๋ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67029147941),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,110000,99411.85,99400,0.9999,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67029323326,จ้างโครงการปรับปรุงผิวจราจรลูกรังบดอัดแน่น (หย่อมบ้านใหม่อรุณ)บ้านแม่มะกู้ หมู่ที่ 12 จากสนามกีฬาหมู่บ้าน - ถนนลาดยางบ้านแม่ป๋าม) ยาว 900 เมตร โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67029323326),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,99600,93884,93800,0.9991,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67039027606,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยลึก หมู่ที่ 7 จากบ้านนายท้ง แซ่ลี - บ้านนายสินชัย แซ่หาญ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67039027606),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,76400,75956.03,75900,0.9993,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67049384050,จ้างซ่อมแซมถนนลูกรังเป็นช่วง ๆ พร้อมปรับเกลี่ยถนน (หย่อมบ้านถ้ำแกลบ) บ้านห้วยลึก หมู่ที่ 7 จำนวน 4 จุด โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67049384050),เช่า,,,เฉพาะเจาะจง,,,,58677,58677,58600,0.9987,จัดทำสัญญา/PO แล้ว,,,,,,นายณัฐพล เลาหาง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67079181360,ซื้อแว่นตา ตามโครงการคัดกรองความผิดปกติสายตาและแก้ไขปัญหาการมองเห็นไม่ชัดในกลุ่มของสูงอายุ จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67079181360),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,57100,57100,57100,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ร้านเเว่นตานายก,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68029081546,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยลึก หมู่ที่ 7 จากสวนนายเจริญ ภูริบริบูรณ์ - สวน นายธเนศ โกวิทย์พนาดร โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,490500,487355.44,487300,0.9999,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,ส่อหั่นสัญญาแบ่งช่วง หรือหลีกเลี่ยงการประมูล,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67109289604,ซื้อจัดซื้อวัสดุงานบ้านงานครัว อาหารเสริม (นม) ภาคเรียนที่ 2 ปีการศึกษา 2567 และปิดภาคเรียน ของโรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน (สพฐ.) และโรงเรียนสังกัด (สพฐ.) ในโครงการพระราชดำริ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,2032906.5,2032906.5,2032906.5,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039298502,จ้างโครงการปรับปรุงผิวทางจราจรลูกรังบดอัดแน่น บ้านแม่มะกู้ หมู่ที่ 12 จากทางเข้าวัดป่าเรไร ถึงป่าช้าวัดป่าเรไร โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 68039298502),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,0,4618.42,0,,จัดทำสัญญา/PO แล้ว,,,,,,ส.สายฝาง คอนสตรัคชั่น 2019,,,,TRUE,ราคากลางสูง/ต่ำกว่างบประมาณ,งบประมาณ/วงเงินสัญญาเป็น 0 ตามต้นฉบับ; ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68079054687,ซื้ออาหารเสริม (นม) ประจำภาคเรียนที่ 1 ประจำปีการศึกษา 2568 ของโรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน (สพฐ.) และโรงเรียนสังกัด (สพฐ.) ในโครงการพระราชดำริ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,1009720.14,1009720.14,1009720.14,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67119033131,จ้างโครงการก่อสร้างลานคอนกรีตอเนกประสงค์ บ้านปางมะกง (หย่อมก๊อตป่าบง) หมู่ที่ 11 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,445970,448670.55,445000,0.9918,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68019118227,ซื้อครุภัณฑ์สำนักงาน (สำนักปลัด) จำนวน 5 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,392600,392600,392600,1.0000,ระหว่างดำเนินการ,,,,,,พีเอสวาย อินเตอเนชั่น,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67109002953,ซื้อจัดซื้อวัสดุงานบ้านงานครัว อาหารเสริม นม ภาคเรียนที่ 2 2567 งานระดับก่อนวัยเรียนและประถมศึกษา โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,344549.4,344549.4,344549.4,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039445759,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านป่าตึงงาม หมู่ที่ 14 ทางเข้าสุสานบ้านป่าตึงงาม โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,320600,316914.71,316500,0.9987,ระหว่างดำเนินการ,,,,,,ส.สายฝางคอนสตรัคชั่น2019,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67119132436,จ้างโครงการก่อสร้างลานอเนกประสงค์ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลปิงโค้ง บ้านห้วยลึก หมู่ที่ 7 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,313900,304028.6,304000,0.9999,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039172761,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านปางเฟือง หมู่ที่ 2 จากบ้านนายนคร มาแดง - สวนนายแสงฟ้า ชนกเศรณี โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,293750,247787.89,247000,0.9968,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
